iso3,iso2,display_name,official_name,release_id,place_id_candidate,current_coverage_status,current_visible_country_fields_layers,missing_required_inputs,proposed_promotion_status_after_research,reason_if_still_not_promotable,live_site_basis
RUS,RU,Russian Federation,,release-candidate-2026-07-07.country-context.v0,country:RUS,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
RWA,RW,Rwanda,Rwandese Republic,release-candidate-2026-07-07.country-context.v0,country:RWA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SAU,SA,Saudi Arabia,Kingdom of Saudi Arabia,release-candidate-2026-07-07.country-context.v0,country:SAU,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SDN,SD,Sudan,Republic of the Sudan,release-candidate-2026-07-07.country-context.v0,country:SDN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SEN,SN,Senegal,Republic of Senegal,release-candidate-2026-07-07.country-context.v0,country:SEN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SGP,SG,Singapore,Republic of Singapore,release-candidate-2026-07-07.country-context.v0,country:SGP,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SGS,GS,South Georgia and the South Sandwich Islands,,release-candidate-2026-07-07.country-context.v0,country:SGS,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SHN,SH,"Saint Helena, Ascension and Tristan da Cunha",,release-candidate-2026-07-07.country-context.v0,country:SHN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SJM,SJ,Svalbard and Jan Mayen,,release-candidate-2026-07-07.country-context.v0,country:SJM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SLB,SB,Solomon Islands,,release-candidate-2026-07-07.country-context.v0,country:SLB,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SLE,SL,Sierra Leone,Republic of Sierra Leone,release-candidate-2026-07-07.country-context.v0,country:SLE,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SLV,SV,El Salvador,Republic of El Salvador,release-candidate-2026-07-07.country-context.v0,country:SLV,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SMR,SM,San Marino,Republic of San Marino,release-candidate-2026-07-07.country-context.v0,country:SMR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SOM,SO,Somalia,Federal Republic of Somalia,release-candidate-2026-07-07.country-context.v0,country:SOM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SPM,PM,Saint Pierre and Miquelon,,release-candidate-2026-07-07.country-context.v0,country:SPM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SRB,RS,Serbia,Republic of Serbia,release-candidate-2026-07-07.country-context.v0,country:SRB,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SSD,SS,South Sudan,Republic of South Sudan,release-candidate-2026-07-07.country-context.v0,country:SSD,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
STP,ST,Sao Tome and Principe,Democratic Republic of Sao Tome and Principe,release-candidate-2026-07-07.country-context.v0,country:STP,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SUR,SR,Suriname,Republic of Suriname,release-candidate-2026-07-07.country-context.v0,country:SUR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SVK,SK,Slovakia,Slovak Republic,release-candidate-2026-07-07.country-context.v0,country:SVK,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SVN,SI,Slovenia,Republic of Slovenia,release-candidate-2026-07-07.country-context.v0,country:SVN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SWE,SE,Sweden,Kingdom of Sweden,release-candidate-2026-07-07.country-context.v0,country:SWE,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SWZ,SZ,Eswatini,Kingdom of Eswatini,release-candidate-2026-07-07.country-context.v0,country:SWZ,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SXM,SX,Sint Maarten (Dutch part),Sint Maarten (Dutch part),release-candidate-2026-07-07.country-context.v0,country:SXM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SYC,SC,Seychelles,Republic of Seychelles,release-candidate-2026-07-07.country-context.v0,country:SYC,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
SYR,SY,Syrian Arab Republic,,release-candidate-2026-07-07.country-context.v0,country:SYR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TCA,TC,Turks and Caicos Islands,,release-candidate-2026-07-07.country-context.v0,country:TCA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TCD,TD,Chad,Republic of Chad,release-candidate-2026-07-07.country-context.v0,country:TCD,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TGO,TG,Togo,Togolese Republic,release-candidate-2026-07-07.country-context.v0,country:TGO,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
THA,TH,Thailand,Kingdom of Thailand,release-candidate-2026-07-07.country-context.v0,country:THA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TJK,TJ,Tajikistan,Republic of Tajikistan,release-candidate-2026-07-07.country-context.v0,country:TJK,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TKL,TK,Tokelau,,release-candidate-2026-07-07.country-context.v0,country:TKL,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TKM,TM,Turkmenistan,,release-candidate-2026-07-07.country-context.v0,country:TKM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TLS,TL,Timor-Leste,Democratic Republic of Timor-Leste,release-candidate-2026-07-07.country-context.v0,country:TLS,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TON,TO,Tonga,Kingdom of Tonga,release-candidate-2026-07-07.country-context.v0,country:TON,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TTO,TT,Trinidad and Tobago,Republic of Trinidad and Tobago,release-candidate-2026-07-07.country-context.v0,country:TTO,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TUN,TN,Tunisia,Republic of Tunisia,release-candidate-2026-07-07.country-context.v0,country:TUN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TUR,TR,Türkiye,Republic of Türkiye,release-candidate-2026-07-07.country-context.v0,country:TUR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TUV,TV,Tuvalu,,release-candidate-2026-07-07.country-context.v0,country:TUV,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TWN,TW,"Taiwan, Province of China","Taiwan, Province of China",release-candidate-2026-07-07.country-context.v0,country:TWN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
TZA,TZ,"Tanzania, United Republic of",United Republic of Tanzania,release-candidate-2026-07-07.country-context.v0,country:TZA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
UGA,UG,Uganda,Republic of Uganda,release-candidate-2026-07-07.country-context.v0,country:UGA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
UKR,UA,Ukraine,,release-candidate-2026-07-07.country-context.v0,country:UKR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
UMI,UM,United States Minor Outlying Islands,,release-candidate-2026-07-07.country-context.v0,country:UMI,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
URY,UY,Uruguay,Eastern Republic of Uruguay,release-candidate-2026-07-07.country-context.v0,country:URY,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
USA,US,United States,United States of America,release-candidate-2026-07-07.country-context.v0,country:USA,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
UZB,UZ,Uzbekistan,Republic of Uzbekistan,release-candidate-2026-07-07.country-context.v0,country:UZB,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VAT,VA,Holy See (Vatican City State),,release-candidate-2026-07-07.country-context.v0,country:VAT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VCT,VC,Saint Vincent and the Grenadines,,release-candidate-2026-07-07.country-context.v0,country:VCT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VEN,VE,"Venezuela, Bolivarian Republic of",Bolivarian Republic of Venezuela,release-candidate-2026-07-07.country-context.v0,country:VEN,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VGB,VG,"Virgin Islands, British",British Virgin Islands,release-candidate-2026-07-07.country-context.v0,country:VGB,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VIR,VI,"Virgin Islands, U.S.",Virgin Islands of the United States,release-candidate-2026-07-07.country-context.v0,country:VIR,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VNM,VN,Viet Nam,Socialist Republic of Viet Nam,release-candidate-2026-07-07.country-context.v0,country:VNM,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
VUT,VU,Vanuatu,Republic of Vanuatu,release-candidate-2026-07-07.country-context.v0,country:VUT,missing_canonical_country_profile_or_only_boundary_context,country boundary/context only or not individually verified; live site states only Brazil and India have canonical country profiles,source snapshots; license verification; source vintage; reference period; method transform; comparability metadata; QA; release artifact regeneration,blocked_pending_source_snapshots_license_method_QA,"no verified source snapshots, licenses, methods, reference periods, or QA in this session; do not publish fabricated values","homepage says 2 canonical country profiles, Brazil and India, with 239 country boundary entries and 0 direct place-evidence rows"
